sheet,address,value,precedents,dependents
Budget,N135,,,"Budget!O135,Budget!P135"
Budget,O135,=SUM(C135:N135),"C135,N135",Budget!P135
Budget,P135,=O135/COLUMNS(C135:N135),"O135,C135,N135",
Budget,A136,,,
Budget,B136,,,
Budget,C136,,,"Budget!O136,Budget!P136"
Budget,D136,,,
Budget,E136,,,
Budget,F136,,,
Budget,G136,,,
Budget,H136,,,
Budget,I136,,,
Budget,J136,,,
Budget,K136,,,
Budget,L136,,,
Budget,M136,,,
Budget,N136,,,"Budget!O136,Budget!P136"
Budget,O136,=SUM(C136:N136),"C136,N136",Budget!P136
Budget,P136,=O136/COLUMNS(C136:N136),"O136,C136,N136",
Budget,A137,,,
Budget,B137,,,
Budget,C137,,,"Budget!O137,Budget!P137"
Budget,D137,,,
Budget,E137,,,
Budget,F137,,,
Budget,G137,,,
Budget,H137,,,
Budget,I137,,,
Budget,J137,,,
Budget,K137,,,
Budget,L137,,,
Budget,M137,,,
Budget,N137,,,"Budget!O137,Budget!P137"
Budget,O137,=SUM(C137:N137),"C137,N137",Budget!P137
Budget,P137,=O137/COLUMNS(C137:N137),"O137,C137,N137",
Budget,A138,,,
Budget,B138,,,
Budget,C138,,,"Budget!O138,Budget!P138"
Budget,D138,,,
Budget,E138,,,
Budget,F138,,,
Budget,G138,,,
Budget,H138,,,
Budget,I138,,,
Budget,J138,,,
Budget,K138,,,
Budget,L138,,,
Budget,M138,,,
Budget,N138,,,"Budget!O138,Budget!P138"
Budget,O138,=SUM(C138:N138),"C138,N138",Budget!P138
Budget,P138,=O138/COLUMNS(C138:N138),"O138,C138,N138",
Budget,A139,,,
Budget,B139,,,
Budget,C139,,,"Budget!O139,Budget!P139"
Budget,D139,,,
Budget,E139,,,
Budget,F139,,,
Budget,G139,,,
Budget,H139,,,
Budget,I139,,,
Budget,J139,,,
Budget,K139,,,
Budget,L139,,,
Budget,M139,,,
Budget,N139,,,"Budget!O139,Budget!P139"
Budget,O139,=SUM(C139:N139),"C139,N139",Budget!P139
Budget,P139,=O139/COLUMNS(C139:N139),"O139,C139,N139",
Budget,A140,,,
Budget,B140,,,
Budget,C140,,,"Budget!O140,Budget!P140"
Budget,D140,,,
Budget,E140,,,
Budget,F140,,,
Budget,G140,,,
Budget,H140,,,
Budget,I140,,,
Budget,J140,,,
Budget,K140,,,
Budget,L140,,,
Budget,M140,,,
Budget,N140,,,"Budget!O140,Budget!P140"
Budget,O140,=SUM(C140:N140),"C140,N140",Budget!P140
Budget,P140,=O140/COLUMNS(C140:N140),"O140,C140,N140",
Budget,A141,,,
Budget,B141,,,
Budget,C141,,,"Budget!O141,Budget!P141"
Budget,D141,,,
Budget,E141,,,
Budget,F141,,,
Budget,G141,,,
Budget,H141,,,
Budget,I141,,,
Budget,J141,,,
Budget,K141,,,
Budget,L141,,,
Budget,M141,,,
Budget,N141,,,"Budget!O141,Budget!P141"
Budget,O141,=SUM(C141:N141),"C141,N141",Budget!P141
Budget,P141,=O141/COLUMNS(C141:N141),"O141,C141,N141",
Budget,A142,,,
Budget,B142,,,
Budget,C142,,,"Budget!O142,Budget!P142"
Budget,D142,,,
Budget,E142,,,
Budget,F142,,,
Budget,G142,,,
Budget,H142,,,
Budget,I142,,,
Budget,J142,,,
Budget,K142,,,
Budget,L142,,,
Budget,M142,,,
Budget,N142,,,"Budget!O142,Budget!P142"
Budget,O142,=SUM(C142:N142),"C142,N142",Budget!P142
Budget,P142,=O142/COLUMNS(C142:N142),"O142,C142,N142",
Budget,A143,,,
Budget,B143,,,
Budget,C143,,,"Budget!O143,Budget!P143"
Budget,D143,,,
Budget,E143,,,
Budget,F143,,,
Budget,G143,,,
Budget,H143,,,
Budget,I143,,,
Budget,J143,,,
Budget,K143,,,
Budget,L143,,,
Budget,M143,,,
Budget,N143,,,"Budget!O143,Budget!P143"
Budget,O143,=SUM(C143:N143),"C143,N143",Budget!P143
Budget,P143,=O143/COLUMNS(C143:N143),"O143,C143,N143",
Budget,A144,,,
Budget,B144,,,
Budget,C144,,,"Budget!O144,Budget!P144"
Budget,D144,,,
Budget,E144,,,
Budget,F144,,,
Budget,G144,,,
Budget,H144,,,
Budget,I144,,,
Budget,J144,,,
Budget,K144,,,
Budget,L144,,,
Budget,M144,,,
Budget,N144,,,"Budget!O144,Budget!P144"
Budget,O144,=SUM(C144:N144),"C144,N144",Budget!P144
Budget,P144,=O144/COLUMNS(C144:N144),"O144,C144,N144",
Budget,A145,,,
Budget,B145,,,
Budget,C145,,,"Budget!O145,Budget!P145,Budget!C146"
Budget,D145,,,Budget!D146
Budget,E145,,,Budget!E146
Budget,F145,,,Budget!F146
Budget,G145,,,Budget!G146
Budget,H145,,,Budget!H146
Budget,I145,,,Budget!I146
Budget,J145,,,Budget!J146
Budget,K145,,,Budget!K146
Budget,L145,,,Budget!L146
Budget,M145,,,Budget!M146
Budget,N145,,,"Budget!O145,Budget!P145,Budget!N146"
Budget,O145,=SUM(C145:N145),"C145,N145",Budget!P145
Budget,P145,=O145/COLUMNS(C145:N145),"O145,C145,N145",
Budget,A146,,,
Budget,B146,Total Expenses,,
Budget,C146,=SUM(C45:C145),"C45,C145","Budget!C6,Budget!O146,Budget!P146"
Budget,D146,=SUM(D45:D145),"D45,D145",Budget!D6
Budget,E146,=SUM(E45:E145),"E45,E145",Budget!E6
Budget,F146,=SUM(F45:F145),"F45,F145",Budget!F6
Budget,G146,=SUM(G45:G145),"G45,G145",Budget!G6
Budget,H146,=SUM(H45:H145),"H45,H145",Budget!H6
Budget,I146,=SUM(I45:I145),"I45,I145",Budget!I6
Budget,J146,=SUM(J45:J145),"J45,J145",Budget!J6
Budget,K146,=SUM(K45:K145),"K45,K145",Budget!K6
Budget,L146,=SUM(L45:L145),"L45,L145",Budget!L6
Budget,M146,=SUM(M45:M145),"M45,M145",Budget!M6
Budget,N146,=SUM(N45:N145),"N45,N145","Budget!N6,Budget!O146,Budget!P146"
Budget,O146,=SUM(C146:N146),"C146,N146",Budget!P146
Budget,P146,=O146/COLUMNS(C146:N146),"O146,C146,N146",
Budget,A148,NON-BUDGET CATEGORIES,,
Budget,B148,,,
Budget,C148,,,
Budget,D148,,,
Budget,E148,,,
Budget,F148,,,
Budget,G148,,,
Budget,H148,,,
Budget,I148,,,
Budget,J148,,,
Budget,K148,,,
Budget,L148,,,
Budget,M148,,,
Budget,N148,,,
Budget,O148,,,
Budget,P148,,,
Budget,A149,[Transfer],,
Budget,B149,,,
Budget,A150,[Beginning Balance],,
Budget,B150,,,
Budget,A151,[Carryover Balance],,
Budget,B151,,,
Accounts,A1, ACCOUNT LIST,,
Accounts,B1,,,
Accounts,C1,,,
Accounts,D1,,,
Accounts,E1,,,
Accounts,F1,,,
Accounts,A2,HELP,,
Accounts,B2,,,
Accounts,C2,,,
Accounts,D2,,,
Accounts,E2,,,
Accounts,F2,© 2010-2019 Vertex42 LLC,,
Accounts,H2, See the Help worksheet for instructions.,,
Accounts,A4,You can track any number of real or virtual accounts. These accounts will show up in the,,
Accounts,A5,Accounts column in the Transactions worksheet.,,
Accounts,A7,ACCOUNTS,,
Accounts,B7,,,
Accounts,C7,Goal,,
Accounts,D7,%,,
Accounts,E7,Cleared,,
Accounts,F7,Balance,,Accounts!F20
Accounts,A8,Checking,,"Accounts!E8,Accounts!F8"
Accounts,B8,,,
Accounts,C8,2000,,Accounts!D8
Accounts,D8,"=IF(C8<0,""n/a"",IFERROR(F8/C8,""n/a""))","C8,F8",
Accounts,E8,"=SUMIFS(Transactions!J:J,Transactions!A:A,$A8,Transactions!H:H,""<>"")-SUMIFS(Transactions!I:I,Transactions!A:A,$A8,Transactions!H:H,""<>"")",A8,
Accounts,F8,"=SUMIF(Transactions!A:A,$A8,Transactions!J:J)-SUMIF(Transactions!A:A,$A8,Transactions!I:I)",A8,Accounts!D8
Accounts,H8,"TIP: If you start each account name with a different letter, Excel's autocomplete",,
Accounts,A9,Savings,,"Accounts!E9,Accounts!F9"
Accounts,B9,,,
Accounts,C9,5000,,Accounts!D9
Accounts,D9,"=IF(C9<0,""n/a"",IFERROR(F9/C9,""n/a""))","C9,F9",
Accounts,E9,"=SUMIFS(Transactions!J:J,Transactions!A:A,$A9,Transactions!H:H,""<>"")-SUMIFS(Transactions!I:I,Transactions!A:A,$A9,Transactions!H:H,""<>"")",A9,
Accounts,F9,"=SUMIF(Transactions!A:A,$A9,Transactions!J:J)-SUMIF(Transactions!A:A,$A9,Transactions!I:I)",A9,Accounts!D9
Accounts,H9,feature will make entering the account much faster for you in the Transactions worksheet.,,
Accounts,A10,CrCard1,,"Accounts!E10,Accounts!F10"
Accounts,B10,,,
Accounts,C10,,,Accounts!D10
Accounts,D10,"=IF(C10<0,""n/a"",IFERROR(F10/C10,""n/a""))","C10,F10",
Accounts,E10,"=SUMIFS(Transactions!J:J,Transactions!A:A,$A10,Transactions!H:H,""<>"")-SUMIFS(Transactions!I:I,Transactions!A:A,$A10,Transactions!H:H,""<>"")",A10,
Accounts,F10,"=SUMIF(Transactions!A:A,$A10,Transactions!J:J)-SUMIF(Transactions!A:A,$A10,Transactions!I:I)",A10,Accounts!D10
Accounts,H10,,,
Accounts,A11,CrCard2,,"Accounts!E11,Accounts!F11"
Accounts,B11,,,
Accounts,C11,,,Accounts!D11
Accounts,D11,"=IF(C11<0,""n/a"",IFERROR(F11/C11,""n/a""))","C11,F11",
Accounts,E11,"=SUMIFS(Transactions!J:J,Transactions!A:A,$A11,Transactions!H:H,""<>"")-SUMIFS(Transactions!I:I,Transactions!A:A,$A11,Transactions!H:H,""<>"")",A11,
Accounts,F11,"=SUMIF(Transactions!A:A,$A11,Transactions!J:J)-SUMIF(Transactions!A:A,$A11,Transactions!I:I)",A11,Accounts!D11
Accounts,A12,,,"Accounts!E12,Accounts!F12"
Accounts,B12,,,
Accounts,C12,,,Accounts!D12
Accounts,D12,"=IF(C12<0,""n/a"",IFERROR(F12/C12,""n/a""))","C12,F12",
Accounts,E12,"=SUMIFS(Transactions!J:J,Transactions!A:A,$A12,Transactions!H:H,""<>"")-SUMIFS(Transactions!I:I,Transactions!A:A,$A12,Transactions!H:H,""<>"")",A12,
Accounts,F12,"=SUMIF(Transactions!A:A,$A12,Transactions!J:J)-SUMIF(Transactions!A:A,$A12,Transactions!I:I)",A12,Accounts!D12
Accounts,A13,,,"Accounts!E13,Accounts!F13"
Accounts,B13,,,
Accounts,C13,,,Accounts!D13
Accounts,D13,"=IF(C13<0,""n/a"",IFERROR(F13/C13,""n/a""))","C13,F13",
Accounts,E13,"=SUMIFS(Transactions!J:J,Transactions!A:A,$A13,Transactions!H:H,""<>"")-SUMIFS(Transactions!I:I,Transactions!A:A,$A13,Transactions!H:H,""<>"")",A13,
Accounts,F13,"=SUMIF(Transactions!A:A,$A13,Transactions!J:J)-SUMIF(Transactions!A:A,$A13,Transactions!I:I)",A13,Accounts!D13
Accounts,A14,,,"Accounts!E14,Accounts!F14"
Accounts,B14,,,
Accounts,C14,,,Accounts!D14
Accounts,D14,"=IF(C14<0,""n/a"",IFERROR(F14/C14,""n/a""))","C14,F14",
Accounts,E14,"=SUMIFS(Transactions!J:J,Transactions!A:A,$A14,Transactions!H:H,""<>"")-SUMIFS(Transactions!I:I,Transactions!A:A,$A14,Transactions!H:H,""<>"")",A14,
Accounts,F14,"=SUMIF(Transactions!A:A,$A14,Transactions!J:J)-SUMIF(Transactions!A:A,$A14,Transactions!I:I)",A14,Accounts!D14
Accounts,A15,,,"Accounts!E15,Accounts!F15"
Accounts,B15,,,
Accounts,C15,,,Accounts!D15
Accounts,D15,"=IF(C15<0,""n/a"",IFERROR(F15/C15,""n/a""))","C15,F15",
Accounts,E15,"=SUMIFS(Transactions!J:J,Transactions!A:A,$A15,Transactions!H:H,""<>"")-SUMIFS(Transactions!I:I,Transactions!A:A,$A15,Transactions!H:H,""<>"")",A15,
Accounts,F15,"=SUMIF(Transactions!A:A,$A15,Transactions!J:J)-SUMIF(Transactions!A:A,$A15,Transactions!I:I)",A15,Accounts!D15
Accounts,A16,,,"Accounts!E16,Accounts!F16"
Accounts,B16,,,
Accounts,C16,,,Accounts!D16
Accounts,D16,"=IF(C16<0,""n/a"",IFERROR(F16/C16,""n/a""))","C16,F16",
Accounts,E16,"=SUMIFS(Transactions!J:J,Transactions!A:A,$A16,Transactions!H:H,""<>"")-SUMIFS(Transactions!I:I,Transactions!A:A,$A16,Transactions!H:H,""<>"")",A16,
Accounts,F16,"=SUMIF(Transactions!A:A,$A16,Transactions!J:J)-SUMIF(Transactions!A:A,$A16,Transactions!I:I)",A16,Accounts!D16
Accounts,A17,,,"Accounts!E17,Accounts!F17"
Accounts,B17,,,
Accounts,C17,,,Accounts!D17
Accounts,D17,"=IF(C17<0,""n/a"",IFERROR(F17/C17,""n/a""))","C17,F17",
Accounts,E17,"=SUMIFS(Transactions!J:J,Transactions!A:A,$A17,Transactions!H:H,""<>"")-SUMIFS(Transactions!I:I,Transactions!A:A,$A17,Transactions!H:H,""<>"")",A17,
Accounts,F17,"=SUMIF(Transactions!A:A,$A17,Transactions!J:J)-SUMIF(Transactions!A:A,$A17,Transactions!I:I)",A17,Accounts!D17
Accounts,A18,,,"Accounts!E18,Accounts!F18"
Accounts,B18,,,
Accounts,C18,,,Accounts!D18
Accounts,D18,"=IF(C18<0,""n/a"",IFERROR(F18/C18,""n/a""))","C18,F18",
Accounts,E18,"=SUMIFS(Transactions!J:J,Transactions!A:A,$A18,Transactions!H:H,""<>"")-SUMIFS(Transactions!I:I,Transactions!A:A,$A18,Transactions!H:H,""<>"")",A18,
Accounts,F18,"=SUMIF(Transactions!A:A,$A18,Transactions!J:J)-SUMIF(Transactions!A:A,$A18,Transactions!I:I)",A18,Accounts!D18
Accounts,A19,Insert more rows above this one and then copy formulas down.,,
Accounts,B19,,,
Accounts,C19,,,
Accounts,D19,,,
Accounts,E19,,,
Accounts,F19,,,Accounts!F20
Accounts,H19,"◄ To add accounts, insert new rows above this one and copy formulas down.",,
Accounts,A20,,,
Accounts,B20,,,
Accounts,C20,,,
Accounts,D20,,,
Accounts,E20,Total:,,
Accounts,F20,=SUM(F7:F19),"F7,F19",
Transactions,A1, TRANSACTIONS,,
Transactions,B1,,,
Transactions,C1,,,
Transactions,D1,,,
Transactions,E1,,,
Transactions,F1,,,
Transactions,G1,,,
Transactions,H1,,,
Transactions,I1,,,
Transactions,J1,,,
Transactions,K1,,,
Transactions,L1,,,
Transactions,M1,,,
Transactions,A2,HELP,,
Transactions,B2,,,
Transactions,C2,,,
Transactions,D2,,,
Transactions,E2,,,
Transactions,F2,,,
Transactions,G2,,,
Transactions,H2,,,
Transactions,I2,,,
Transactions,J2,,,
Transactions,K2,,,
Transactions,L2,,,
Transactions,M2,© 2010-2019 Vertex42 LLC,,
Transactions,O2, See the Help worksheet for instructions.,,
Transactions,A4,Account,,
Transactions,B4,Date,,
Transactions,C4,Num,,
Transactions,D4,Payee,,
Transactions,E4,Memo,,
Transactions,F4,Tag,,
Transactions,G4,Category,,
Transactions,H4,Clr,,
Transactions,I4,PAYMENT,,
Transactions,J4,DEPOSIT,,
Transactions,K4,Account Balance,,
Transactions,L4,Cleared Balance,,
Transactions,M4,BALANCE,,
Transactions,O4,,,
Transactions,A5,Checking,,"Transactions!K5,Transactions!L5"
Transactions,B5,2019-01-01 00:00:00,,
Transactions,C5,,,
Transactions,D5,[Beginning Balance],,
Transactions,E5,,,
Transactions,F5,,,
Transactions,G5,[Beginning Balance],,
Transactions,H5,R,,Transactions!L5
Transactions,I5,,,"Transactions!K5,Transactions!L5,Transactions!M5"
Transactions,J5,875,,"Transactions!K5,Transactions!L5,Transactions!M5"
Transactions,K5,"=SUMIFS(J$4:OFFSET(J5,0,0),A$4:OFFSET(A5,0,0),""=""&A5)-SUMIFS(I$4:OFFSET(I5,0,0),A$4:OFFSET(A5,0,0),""=""&A5)","J5,A5,I5",
Transactions,L5,"=SUMIFS(J$4:OFFSET(J5,0,0),A$4:OFFSET(A5,0,0),""=""&A5,H$4:OFFSET(H5,0,0),""<>"")-SUMIFS(I$4:OFFSET(I5,0,0),A$4:OFFSET(A5,0,0),""=""&A5,H$4:OFFSET(H5,0,0),""<>"")","J5,A5,H5,I5",
Transactions,M5,"=SUM(OFFSET(M5,-1,0),J5,-I5)","M5,J5,I5",Transactions!M5
Transactions,A6,Savings,,"Transactions!K6,Transactions!L6"
Transactions,B6,2019-01-01 00:00:00,,
Transactions,C6,,,
Transactions,D6,[Beginning Balance],,
Transactions,E6,,,
Transactions,F6,,,
Transactions,G6,[Beginning Balance],,
Transactions,H6,R,,Transactions!L6
Transactions,I6,,,"Transactions!K6,Transactions!L6,Transactions!M6"
Transactions,J6,2345,,"Transactions!K6,Transactions!L6,Transactions!M6"
Transactions,K6,"=SUMIFS(J$4:OFFSET(J6,0,0),A$4:OFFSET(A6,0,0),""=""&A6)-SUMIFS(I$4:OFFSET(I6,0,0),A$4:OFFSET(A6,0,0),""=""&A6)","J6,A6,I6",
Transactions,L6,"=SUMIFS(J$4:OFFSET(J6,0,0),A$4:OFFSET(A6,0,0),""=""&A6,H$4:OFFSET(H6,0,0),""<>"")-SUMIFS(I$4:OFFSET(I6,0,0),A$4:OFFSET(A6,0,0),""=""&A6,H$4:OFFSET(H6,0,0),""<>"")","J6,A6,H6,I6",
Transactions,M6,"=SUM(OFFSET(M6,-1,0),J6,-I6)","M6,J6,I6",Transactions!M6
Transactions,O6,"To get started, clear the sample data in columns A-J",,
Transactions,A7,CrCard1,,"Transactions!K7,Transactions!L7"
Transactions,B7,2019-01-01 00:00:00,,
Transactions,C7,,,
Transactions,D7,[Beginning Balance],,
Transactions,E7,,,
Transactions,F7,,,
Transactions,G7,[Beginning Balance],,
Transactions,H7,R,,Transactions!L7
Transactions,I7,256,,"Transactions!K7,Transactions!L7,Transactions!M7"
Transactions,J7,,,"Transactions!K7,Transactions!L7,Transactions!M7"
Transactions,K7,"=SUMIFS(J$4:OFFSET(J7,0,0),A$4:OFFSET(A7,0,0),""=""&A7)-SUMIFS(I$4:OFFSET(I7,0,0),A$4:OFFSET(A7,0,0),""=""&A7)","J7,A7,I7",
Transactions,L7,"=SUMIFS(J$4:OFFSET(J7,0,0),A$4:OFFSET(A7,0,0),""=""&A7,H$4:OFFSET(H7,0,0),""<>"")-SUMIFS(I$4:OFFSET(I7,0,0),A$4:OFFSET(A7,0,0),""=""&A7,H$4:OFFSET(H7,0,0),""<>"")","J7,A7,H7,I7",
Transactions,M7,"=SUM(OFFSET(M7,-1,0),J7,-I7)","M7,J7,I7",Transactions!M7
Transactions,A8,Checking,,"Transactions!K8,Transactions!L8"
Transactions,B8,2019-01-01 00:00:00,,
Transactions,C8,DEP,,
Transactions,D8,Direct Deposit from Employer,,
Transactions,E8,,,
Transactions,F8,,,
Transactions,G8,Wages & Tips,,
Transactions,H8,x,,Transactions!L8
Transactions,I8,,,"Transactions!K8,Transactions!L8,Transactions!M8"
Transactions,J8,1000,,"Transactions!K8,Transactions!L8,Transactions!M8"
Transactions,K8,"=SUMIFS(J$4:OFFSET(J8,0,0),A$4:OFFSET(A8,0,0),""=""&A8)-SUMIFS(I$4:OFFSET(I8,0,0),A$4:OFFSET(A8,0,0),""=""&A8)","J8,A8,I8",
Transactions,L8,"=SUMIFS(J$4:OFFSET(J8,0,0),A$4:OFFSET(A8,0,0),""=""&A8,H$4:OFFSET(H8,0,0),""<>"")-SUMIFS(I$4:OFFSET(I8,0,0),A$4:OFFSET(A8,0,0),""=""&A8,H$4:OFFSET(H8,0,0),""<>"")","J8,A8,H8,I8",
Transactions,M8,"=SUM(OFFSET(M8,-1,0),J8,-I8)","M8,J8,I8",Transactions!M8
Transactions,A9,Checking,,"Transactions!K9,Transactions!L9"
Transactions,B9,2019-01-10 00:00:00,,
Transactions,C9,2032,,
Transactions,D9,Car Payment,,
Transactions,E9,,,
Transactions,F9,,,
Transactions,G9,Car Payment,,
Transactions,H9,c,,Transactions!L9
Transactions,I9,115.2,,"Transactions!K9,Transactions!L9,Transactions!M9"
Transactions,J9,,,"Transactions!K9,Transactions!L9,Transactions!M9"
Transactions,K9,"=SUMIFS(J$4:OFFSET(J9,0,0),A$4:OFFSET(A9,0,0),""=""&A9)-SUMIFS(I$4:OFFSET(I9,0,0),A$4:OFFSET(A9,0,0),""=""&A9)","J9,A9,I9",
Transactions,L9,"=SUMIFS(J$4:OFFSET(J9,0,0),A$4:OFFSET(A9,0,0),""=""&A9,H$4:OFFSET(H9,0,0),""<>"")-SUMIFS(I$4:OFFSET(I9,0,0),A$4:OFFSET(A9,0,0),""=""&A9,H$4:OFFSET(H9,0,0),""<>"")","J9,A9,H9,I9",
Transactions,M9,"=SUM(OFFSET(M9,-1,0),J9,-I9)","M9,J9,I9",Transactions!M9
Transactions,A10,CrCard1,,"Transactions!K10,Transactions!L10"
Transactions,B10,2019-01-15 00:00:00,,
Transactions,C10,,,
Transactions,D10,Joe's Food Mart,,
Transactions,E10,,,
Transactions,F10,,,
Transactions,G10,Groceries,,
Transactions,H10,,,Transactions!L10
Transactions,I10,87.34,,"Transactions!K10,Transactions!L10,Transactions!M10"
Transactions,J10,,,"Transactions!K10,Transactions!L10,Transactions!M10"
Transactions,K10,"=SUMIFS(J$4:OFFSET(J10,0,0),A$4:OFFSET(A10,0,0),""=""&A10)-SUMIFS(I$4:OFFSET(I10,0,0),A$4:OFFSET(A10,0,0),""=""&A10)","J10,A10,I10",
Transactions,L10,"=SUMIFS(J$4:OFFSET(J10,0,0),A$4:OFFSET(A10,0,0),""=""&A10,H$4:OFFSET(H10,0,0),""<>"")-SUMIFS(I$4:OFFSET(I10,0,0),A$4:OFFSET(A10,0,0),""=""&A10,H$4:OFFSET(H10,0,0),""<>"")","J10,A10,H10,I10",
Transactions,M10,"=SUM(OFFSET(M10,-1,0),J10,-I10)","M10,J10,I10",Transactions!M10
Transactions,A11,CrCard1,,"Transactions!K11,Transactions!L11"
Transactions,B11,2019-01-18 00:00:00,,
Transactions,C11,,,
Transactions,D11,Fuel,,
Transactions,E11,,,
Transactions,F11,,,
Transactions,G11,Util. Gas,,
Transactions,H11,,,Transactions!L11
Transactions,I11,100,,"Transactions!K11,Transactions!L11,Transactions!M11"
Transactions,J11,,,"Transactions!K11,Transactions!L11,Transactions!M11"
Transactions,K11,"=SUMIFS(J$4:OFFSET(J11,0,0),A$4:OFFSET(A11,0,0),""=""&A11)-SUMIFS(I$4:OFFSET(I11,0,0),A$4:OFFSET(A11,0,0),""=""&A11)","J11,A11,I11",
Transactions,L11,"=SUMIFS(J$4:OFFSET(J11,0,0),A$4:OFFSET(A11,0,0),""=""&A11,H$4:OFFSET(H11,0,0),""<>"")-SUMIFS(I$4:OFFSET(I11,0,0),A$4:OFFSET(A11,0,0),""=""&A11,H$4:OFFSET(H11,0,0),""<>"")","J11,A11,H11,I11",
Transactions,M11,"=SUM(OFFSET(M11,-1,0),J11,-I11)","M11,J11,I11",Transactions!M11
Transactions,A12,Checking,,"Transactions!K12,Transactions!L12"
Transactions,B12,2019-02-05 00:00:00,,
Transactions,C12,DEP,,
Transactions,D12,Direct Deposit from Employer,,
Transactions,E12,,,
Transactions,F12,,,
Transactions,G12,Wages & Tips,,
Transactions,H12,,,Transactions!L12
Transactions,I12,,,"Transactions!K12,Transactions!L12,Transactions!M12"
Transactions,J12,1000,,"Transactions!K12,Transactions!L12,Transactions!M12"
Transactions,K12,"=SUMIFS(J$4:OFFSET(J12,0,0),A$4:OFFSET(A12,0,0),""=""&A12)-SUMIFS(I$4:OFFSET(I12,0,0),A$4:OFFSET(A12,0,0),""=""&A12)","J12,A12,I12",
Transactions,L12,"=SUMIFS(J$4:OFFSET(J12,0,0),A$4:OFFSET(A12,0,0),""=""&A12,H$4:OFFSET(H12,0,0),""<>"")-SUMIFS(I$4:OFFSET(I12,0,0),A$4:OFFSET(A12,0,0),""=""&A12,H$4:OFFSET(H12,0,0),""<>"")","J12,A12,H12,I12",
Transactions,M12,"=SUM(OFFSET(M12,-1,0),J12,-I12)","M12,J12,I12",Transactions!M12
Transactions,A13,Checking,,"Transactions!K13,Transactions!L13"
Transactions,B13,2019-02-10 00:00:00,,
Transactions,C13,2033,,
Transactions,D13,Target,,
Transactions,E13,Split,,
Transactions,F13,,,
Transactions,G13,Clothing,,
Transactions,H13,,,Transactions!L13
Transactions,I13,23.1,,"Transactions!K13,Transactions!L13,Transactions!M13"
Transactions,J13,,,"Transactions!K13,Transactions!L13,Transactions!M13"
Transactions,K13,"=SUMIFS(J$4:OFFSET(J13,0,0),A$4:OFFSET(A13,0,0),""=""&A13)-SUMIFS(I$4:OFFSET(I13,0,0),A$4:OFFSET(A13,0,0),""=""&A13)","J13,A13,I13",
Transactions,L13,"=SUMIFS(J$4:OFFSET(J13,0,0),A$4:OFFSET(A13,0,0),""=""&A13,H$4:OFFSET(H13,0,0),""<>"")-SUMIFS(I$4:OFFSET(I13,0,0),A$4:OFFSET(A13,0,0),""=""&A13,H$4:OFFSET(H13,0,0),""<>"")","J13,A13,H13,I13",
Transactions,M13,"=SUM(OFFSET(M13,-1,0),J13,-I13)","M13,J13,I13",Transactions!M13
Transactions,A14,Checking,,"Transactions!K14,Transactions!L14"
Transactions,B14,2019-02-10 00:00:00,,
Transactions,C14,2033,,
Transactions,D14,Target,,
Transactions,E14,Split,,
Transactions,F14,,,
Transactions,G14,Groceries,,
Transactions,H14,,,Transactions!L14
Transactions,I14,45.15,,"Transactions!K14,Transactions!L14,Transactions!M14"
Transactions,J14,,,"Transactions!K14,Transactions!L14,Transactions!M14"
Transactions,K14,"=SUMIFS(J$4:OFFSET(J14,0,0),A$4:OFFSET(A14,0,0),""=""&A14)-SUMIFS(I$4:OFFSET(I14,0,0),A$4:OFFSET(A14,0,0),""=""&A14)","J14,A14,I14",
Transactions,L14,"=SUMIFS(J$4:OFFSET(J14,0,0),A$4:OFFSET(A14,0,0),""=""&A14,H$4:OFFSET(H14,0,0),""<>"")-SUMIFS(I$4:OFFSET(I14,0,0),A$4:OFFSET(A14,0,0),""=""&A14,H$4:OFFSET(H14,0,0),""<>"")","J14,A14,H14,I14",
Transactions,M14,"=SUM(OFFSET(M14,-1,0),J14,-I14)","M14,J14,I14",Transactions!M14
Transactions,A15,Checking,,"Transactions!K15,Transactions!L15"
Transactions,B15,2019-02-10 00:00:00,,
Transactions,C15,2033,,
Transactions,D15,Target,,
Transactions,E15,Split,,
Transactions,F15,,,
Transactions,G15,Personal Supplies,,
Transactions,H15,,,Transactions!L15
Transactions,I15,25.04,,"Transactions!K15,Transactions!L15,Transactions!M15"
Transactions,J15,,,"Transactions!K15,Transactions!L15,Transactions!M15"
Transactions,K15,"=SUMIFS(J$4:OFFSET(J15,0,0),A$4:OFFSET(A15,0,0),""=""&A15)-SUMIFS(I$4:OFFSET(I15,0,0),A$4:OFFSET(A15,0,0),""=""&A15)","J15,A15,I15",
Transactions,L15,"=SUMIFS(J$4:OFFSET(J15,0,0),A$4:OFFSET(A15,0,0),""=""&A15,H$4:OFFSET(H15,0,0),""<>"")-SUMIFS(I$4:OFFSET(I15,0,0),A$4:OFFSET(A15,0,0),""=""&A15,H$4:OFFSET(H15,0,0),""<>"")","J15,A15,H15,I15",
Transactions,M15,"=SUM(OFFSET(M15,-1,0),J15,-I15)","M15,J15,I15",Transactions!M15
Transactions,A16,Savings,,"Transactions!K16,Transactions!L16"
Transactions,B16,2019-02-15 00:00:00,,
Transactions,C16,TXFR,,
Transactions,D16,[From Checking],,
Transactions,E16,,,
Transactions,F16,,,
Transactions,G16,[Transfer],,
Transactions,H16,,,Transactions!L16
Transactions,I16,,,"Transactions!K16,Transactions!L16,Transactions!M16"
